,0
2019-01-04 01:00:00,677.6886496455182
2019-01-04 02:00:00,419.6304503259512
2019-01-04 03:00:00,269.1948525162338
2019-01-04 04:00:00,232.4216283319026
2019-01-04 05:00:00,292.7666011283455
2019-01-04 06:00:00,588.9058829478224
2019-01-04 07:00:00,852.3778556583923
2019-01-04 08:00:00,1014.855751840956
2019-01-04 09:00:00,992.848054303765
2019-01-04 10:00:00,880.8493265165091
2019-01-04 11:00:00,754.6767234309422
2019-01-04 12:00:00,654.9921796130723
2019-01-04 13:00:00,533.3088016860403
2019-01-04 14:00:00,421.0397076749824
2019-01-04 15:00:00,288.6431973551462
2019-01-04 16:00:00,137.2015906595221
2019-01-04 17:00:00,11.916561938162994
2019-01-04 18:00:00,-141.40943115838996
2019-01-04 19:00:00,-288.00746125472307
2019-01-04 20:00:00,-396.83999275132203
2019-01-04 21:00:00,-519.1320234817335
2019-01-04 22:00:00,-589.4687896159446
2019-01-04 23:00:00,-564.1183582707439
2019-01-05 00:00:00,-465.92943069213493
2019-01-05 01:00:00,-333.40099444490545
2019-01-05 02:00:00,-247.94469563017972
2019-01-05 03:00:00,-189.46006335882842
2019-01-05 04:00:00,-193.84004340450883
2019-01-05 05:00:00,-288.593499217052
2019-01-05 06:00:00,-685.9962635335432
2019-01-05 07:00:00,-1175.8581691667848
2019-01-05 08:00:00,-1665.7702656679471
2019-01-05 09:00:00,-1953.9669973808388
2019-01-05 10:00:00,-2102.4941674759266
2019-01-05 11:00:00,-2221.3059483579527
2019-01-05 12:00:00,-2435.7246214715738
2019-01-05 13:00:00,-2599.089344700177
2019-01-05 14:00:00,-2853.2639152729016
2019-01-05 15:00:00,-3032.0559052532676
2019-01-05 16:00:00,-2894.4923902633627
2019-01-05 17:00:00,-3308.3060405312644
2019-01-05 18:00:00,-3855.1282615706127
2019-01-05 19:00:00,-3899.64677246811
2019-01-05 20:00:00,-3665.4093263888385
2019-01-05 21:00:00,-3702.4759199400955
2019-01-05 22:00:00,-3468.518116310959
2019-01-05 23:00:00,-2853.458336662735
2019-01-06 00:00:00,-2083.304265574167
2019-01-06 01:00:00,-1344.4906385353297
2019-01-06 02:00:00,-915.5198415863103
2019-01-06 03:00:00,-648.1149792338906
2019-01-06 04:00:00,-620.1017151409205
2019-01-06 05:00:00,-869.9535995624491
2019-01-06 06:00:00,-1960.898410014909
2019-01-06 07:00:00,-3204.0941939919617
2019-01-06 08:00:00,-4346.396283176849
2019-01-06 09:00:00,-4900.782049065443
2019-01-06 10:00:00,-5085.837661468362
2019-01-06 11:00:00,-5197.2886201468455
2019-01-06 12:00:00,-5526.44142255622
2019-01-06 13:00:00,-5731.487491086395
2019-01-06 14:00:00,-6127.567538220784
2019-01-06 15:00:00,-6352.755007861681
2019-01-06 16:00:00,-5926.186371186248
2019-01-06 17:00:00,-6628.52864300069
2019-01-06 18:00:00,-7568.84709198284
2019-01-06 19:00:00,-7511.286083681497
2019-01-06 20:00:00,-6933.978660026353
2019-01-06 21:00:00,-6885.819816398458
2019-01-06 22:00:00,-6347.5674430059735
2019-01-06 23:00:00,-5142.798315054727
2019-01-07 00:00:00,-3700.6791004561987
2019-01-07 01:00:00,-2355.580282625754
2019-01-07 02:00:00,-1583.0949875424412
2019-01-07 03:00:00,-1106.7698951089528
2019-01-07 04:00:00,-1046.3633868773322
2019-01-07 05:00:00,-1451.3136999078465
2019-01-07 06:00:00,-3235.8005564962746
2019-01-07 07:00:00,-5232.330218817139
2019-01-07 08:00:00,-7027.022300685752
2019-01-07 09:00:00,-7847.597100750047
2019-01-07 10:00:00,-8069.1811554607975
2019-01-07 11:00:00,-8173.271291935741
2019-01-07 12:00:00,-8617.158223640867
2019-01-07 13:00:00,-8863.885637472613
2019-01-07 14:00:00,-9401.871161168667
2019-01-07 15:00:00,-9673.454110470091
2019-01-07 16:00:00,-8957.880352109132
2019-01-07 17:00:00,-9948.751245470117
2019-01-07 18:00:00,-11282.56592239506
2019-01-07 19:00:00,-11122.925394894884
2019-01-07 20:00:00,-10202.54799366387
2019-01-07 21:00:00,-10069.163712856816
2019-01-07 22:00:00,-9226.616769700988
2019-01-07 23:00:00,-7432.13829344672
2019-01-08 00:00:00,-5318.053935338229
2019-01-08 01:00:00,-3366.669926716178
2019-01-08 02:00:00,-2250.6701334985723
2019-01-08 03:00:00,-1565.4248109840146
2019-01-08 04:00:00,-1472.625058613744
2019-01-08 05:00:00,-2032.673800253244
2019-01-08 06:00:00,-4510.702702977639
2019-01-08 07:00:00,-7260.566243642315
2019-01-08 08:00:00,-9707.648318194655
2019-01-08 09:00:00,-10794.412152434648
2019-01-08 10:00:00,-11052.524649453233
2019-01-08 11:00:00,-11149.253963724635
2019-01-08 12:00:00,-11707.875024725508
2019-01-08 13:00:00,-11996.283783858831
2019-01-08 14:00:00,-12676.17478411655
2019-01-08 15:00:00,-12994.153213078505
2019-01-08 16:00:00,-11989.574333032017
2019-01-08 17:00:00,-13268.973847939546
2019-01-08 18:00:00,-14996.284752807285
2019-01-08 19:00:00,-14734.564706108271
2019-01-08 20:00:00,-13471.117327301386
2019-01-08 21:00:00,-13252.507609315178
2019-01-08 22:00:00,-12105.666096396002
2019-01-08 23:00:00,-9721.478271838712
2019-01-09 00:00:00,-6935.428770220261
2019-01-09 01:00:00,-4377.759570806603
2019-01-09 02:00:00,-2918.245279454703
2019-01-09 03:00:00,-2024.0797268590768
2019-01-09 04:00:00,-1898.8867303501556
2019-01-09 05:00:00,-2614.0339005986416
2019-01-09 06:00:00,-5785.604849459004
2019-01-09 07:00:00,-9288.802268467492
2019-01-09 08:00:00,-12388.274335703558
2019-01-09 09:00:00,-13741.227204119252
2019-01-09 10:00:00,-14035.868143445668
2019-01-09 11:00:00,-14125.236635513531
2019-01-09 12:00:00,-14798.591825810156
2019-01-09 13:00:00,-15128.681930245048
2019-01-09 14:00:00,-15950.478407064435
2019-01-09 15:00:00,-16314.852315686918
2019-01-09 16:00:00,-15021.268313954903
2019-01-09 17:00:00,-16589.196450408974
2019-01-09 18:00:00,-18710.00358321951
2019-01-09 19:00:00,-18346.20401732166
2019-01-09 20:00:00,-16739.686660938904
2019-01-09 21:00:00,-16435.851505773542
2019-01-09 22:00:00,-14984.715423091016
2019-01-09 23:00:00,-12010.818250230705
2019-01-10 00:00:00,-8552.803605102292
2019-01-10 01:00:00,-5388.849214897026
2019-01-10 02:00:00,-3585.820425410834
2019-01-10 03:00:00,-2482.734642734139
2019-01-10 04:00:00,-2325.1484020865673
2019-01-10 05:00:00,-3195.394000944039
2019-01-10 06:00:00,-7060.50699594037
2019-01-10 07:00:00,-11317.03829329267
2019-01-10 08:00:00,-15068.90035321246
2019-01-10 09:00:00,-16688.042255803855
2019-01-10 10:00:00,-17019.2116374381
2019-01-10 11:00:00,-17101.219307302425
2019-01-10 12:00:00,-17889.3086268948
2019-01-10 13:00:00,-18261.08007663126
2019-01-10 14:00:00,-19224.78203001232
2019-01-10 15:00:00,-19635.551418295334
2019-01-10 16:00:00,-18052.962294877783
2019-01-10 17:00:00,-19909.419052878402
2019-01-10 18:00:00,-22423.722413631735
2019-01-10 19:00:00,-21957.843328535047
2019-01-10 20:00:00,-20008.255994576415
2019-01-10 21:00:00,-19619.195402231904
2019-01-10 22:00:00,-17863.76474978603
2019-01-10 23:00:00,-14300.158228622695
2019-01-11 00:00:00,-10170.178439984324
2019-01-11 01:00:00,-6399.938858987451
2019-01-11 02:00:00,-4253.395571366964
2019-01-11 03:00:00,-2941.3895586092012
2019-01-11 04:00:00,-2751.410073822979
2019-01-11 05:00:00,-3776.7541012894358
2019-01-11 06:00:00,-8335.409142421735
2019-01-11 07:00:00,-13345.274318117847
2019-01-11 08:00:00,-17749.52637072136
2019-01-11 09:00:00,-19634.85730748846
2019-01-11 10:00:00,-20002.55513143054
2019-01-11 11:00:00,-20077.20197909132
2019-01-11 12:00:00,-20980.025427979446
2019-01-11 13:00:00,-21393.478223017482
2019-01-11 14:00:00,-22499.0856529602
2019-01-11 15:00:00,-22956.250520903744
2019-01-11 16:00:00,-21084.656275800673
2019-01-11 17:00:00,-23229.641655347823
2019-01-11 18:00:00,-26137.44124404396
2019-01-11 19:00:00,-25569.482639748432
2019-01-11 20:00:00,-23276.825328213934
2019-01-11 21:00:00,-22802.539298690266
2019-01-11 22:00:00,-20742.814076481045
2019-01-11 23:00:00,-16589.498207014687
2019-01-12 00:00:00,-11787.553274866355
2019-01-12 01:00:00,-7411.028503077875
2019-01-12 02:00:00,-4920.970717323095
2019-01-12 03:00:00,-3400.0444744842634
2019-01-12 04:00:00,-3177.6717455593907
2019-01-12 05:00:00,-4358.114201634833
2019-01-12 06:00:00,-9610.311288903102
2019-01-12 07:00:00,-15373.510342943024
2019-01-12 08:00:00,-20430.152388230264
2019-01-12 09:00:00,-22581.672359173062
2019-01-12 10:00:00,-22985.898625422975
2019-01-12 11:00:00,-23053.184650880212
2019-01-12 12:00:00,-24070.742229064093
2019-01-12 13:00:00,-24525.8763694037
2019-01-12 14:00:00,-25773.389275908085
2019-01-12 15:00:00,-26276.94962351216
2019-01-12 16:00:00,-24116.350256723556
2019-01-12 17:00:00,-26549.86425781725
2019-01-12 18:00:00,-29851.160074456184
2019-01-12 19:00:00,-29181.12195096182
2019-01-12 20:00:00,-26545.39466185145
2019-01-12 21:00:00,-25985.883195148628
2019-01-12 22:00:00,-23621.86340317606
2019-01-12 23:00:00,-18878.83818540668
2019-01-13 00:00:00,-13404.928109748387
2019-01-13 01:00:00,-8422.1181471683
2019-01-13 02:00:00,-5588.545863279226
2019-01-13 03:00:00,-3858.6993903593257
2019-01-13 04:00:00,-3603.9334172958024
2019-01-13 05:00:00,-4939.474301980231
2019-01-13 06:00:00,-10885.213435384467
2019-01-13 07:00:00,-17401.7463677682
2019-01-13 08:00:00,-23110.77840573917
2019-01-13 09:00:00,-25528.487410857666
2019-01-13 10:00:00,-25969.242119415412
2019-01-13 11:00:00,-26029.167322669105
2019-01-13 12:00:00,-27161.45903014874
2019-01-13 13:00:00,-27658.27451578992
2019-01-13 14:00:00,-29047.692898855967
2019-01-13 15:00:00,-29597.648726120573
2019-01-13 16:00:00,-27148.04423764644
2019-01-13 17:00:00,-29870.08686028668
2019-01-13 18:00:00,-33564.87890486841
2019-01-13 19:00:00,-32792.761262175205
2019-01-13 20:00:00,-29813.963995488964
2019-01-13 21:00:00,-29169.22709160699
2019-01-13 22:00:00,-26500.912729871074
2019-01-13 23:00:00,-21168.17816379867
2019-01-14 00:00:00,-15022.30294463042
2019-01-14 01:00:00,-9433.207791258723
2019-01-14 02:00:00,-6256.121009235357
2019-01-14 03:00:00,-4317.354306234388
2019-01-14 04:00:00,-4030.195089032214
2019-01-14 05:00:00,-5520.834402325629
2019-01-14 06:00:00,-12160.115581865834
2019-01-14 07:00:00,-19429.982392593374
2019-01-14 08:00:00,-25791.40442324807
2019-01-14 09:00:00,-28475.302462542273
2019-01-14 10:00:00,-28952.585613407842
2019-01-14 11:00:00,-29005.149994458003
2019-01-14 12:00:00,-30252.175831233384
2019-01-14 13:00:00,-30790.67266217613
2019-01-14 14:00:00,-32321.996521803852
2019-01-14 15:00:00,-32918.34782872898
2019-01-14 16:00:00,-30179.73821856932
2019-01-14 17:00:00,-33190.30946275611
2019-01-14 18:00:00,-37278.59773528064
2019-01-14 19:00:00,-36404.400573388586
2019-01-14 20:00:00,-33082.53332912648
2019-01-14 21:00:00,-32352.570988065352
2019-01-14 22:00:00,-29379.96205656608
2019-01-14 23:00:00,-23457.518142190664
2019-01-15 00:00:00,-16639.67777951245
2019-01-15 01:00:00,-10444.297435349146
2019-01-15 02:00:00,-6923.696155191488
2019-01-15 03:00:00,-4776.00922210945
2019-01-15 04:00:00,-4456.456760768625
2019-01-15 05:00:00,-6102.1945026710255
2019-01-15 06:00:00,-13435.017728347198
2019-01-15 07:00:00,-21458.21841741855
2019-01-15 08:00:00,-28472.030440756975
2019-01-15 09:00:00,-31422.117514226877
2019-01-15 10:00:00,-31935.929107400276
2019-01-15 11:00:00,-31981.132666246896
2019-01-15 12:00:00,-33342.89263231803
2019-01-15 13:00:00,-33923.07080856235
2019-01-15 14:00:00,-35596.30014475174
2019-01-15 15:00:00,-36239.0469313374
2019-01-15 16:00:00,-33211.43219949221
2019-01-15 17:00:00,-36510.53206522553
2019-01-15 18:00:00,-40992.31656569286
2019-01-15 19:00:00,-40016.039884601974
2019-01-15 20:00:00,-36351.102662764
2019-01-15 21:00:00,-35535.914884523714
2019-01-15 22:00:00,-32259.011383261095
2019-01-15 23:00:00,-25746.858120582656
2019-01-16 00:00:00,-18257.052614394484
2019-01-16 01:00:00,-11455.38707943957
2019-01-16 02:00:00,-7591.271301147619
2019-01-16 03:00:00,-5234.664137984512
2019-01-16 04:00:00,-4882.718432505037
2019-01-16 05:00:00,-6683.554603016423
2019-01-16 06:00:00,-14709.919874828563
2019-01-16 07:00:00,-23486.45444224373
2019-01-16 08:00:00,-31152.656458265876
2019-01-16 09:00:00,-34368.93256591148
2019-01-16 10:00:00,-34919.27260139271
2019-01-16 11:00:00,-34957.115338035794
2019-01-16 12:00:00,-36433.60943340268
2019-01-16 13:00:00,-37055.46895494856
2019-01-16 14:00:00,-38870.60376769962
2019-01-16 15:00:00,-39559.74603394581
2019-01-16 16:00:00,-36243.12618041509
2019-01-16 17:00:00,-39830.754667694964
2019-01-16 18:00:00,-44706.035396105086
2019-01-16 19:00:00,-43627.67919581536
2019-01-16 20:00:00,-39619.671996401514
2019-01-16 21:00:00,-38719.258780982076
2019-01-16 22:00:00,-35138.06070995611
2019-01-16 23:00:00,-28036.198098974648
2019-01-17 00:00:00,-19874.427449276514
2019-01-17 01:00:00,-12466.476723529995
2019-01-17 02:00:00,-8258.84644710375
2019-01-17 03:00:00,-5693.3190538595745
2019-01-17 04:00:00,-5308.980104241448
2019-01-17 05:00:00,-7264.914703361821
2019-01-17 06:00:00,-15984.82202130993
2019-01-17 07:00:00,-25514.690467068904
2019-01-17 08:00:00,-33833.28247577478
2019-01-17 09:00:00,-37315.747617596084
2019-01-17 10:00:00,-37902.61609538515
2019-01-17 11:00:00,-37933.09800982469
2019-01-17 12:00:00,-39524.32623448732
2019-01-17 13:00:00,-40187.867101334785
2019-01-17 14:00:00,-42144.9073906475
2019-01-17 15:00:00,-42880.445136554226
2019-01-17 16:00:00,-39274.82016133797
2019-01-17 17:00:00,-43150.97727016439
2019-01-17 18:00:00,-48419.75422651731
2019-01-17 19:00:00,-47239.31850702875
2019-01-17 20:00:00,-42888.24133003903
2019-01-17 21:00:00,-41902.60267744044
2019-01-17 22:00:00,-38017.110036651124
2019-01-17 23:00:00,-30325.53807736664
2019-01-18 00:00:00,-21491.802284158548
2019-01-18 01:00:00,-13477.566367620419
2019-01-18 02:00:00,-8926.42159305988
2019-01-18 03:00:00,-6151.973969734637
2019-01-18 04:00:00,-5735.24177597786
2019-01-18 05:00:00,-7846.274803707218
2019-01-18 06:00:00,-17259.724167791297
2019-01-18 07:00:00,-27542.926491894083
2019-01-18 08:00:00,-36513.908493283685
2019-01-18 09:00:00,-40262.56266928069
2019-01-18 10:00:00,-40885.959589377584
2019-01-18 11:00:00,-40909.08068161358
2019-01-18 12:00:00,-42615.04303557197
2019-01-18 13:00:00,-43320.265247721
2019-01-18 14:00:00,-45419.211013595384
2019-01-18 15:00:00,-46201.14423916264
2019-01-18 16:00:00,-42306.51414226086
2019-01-18 17:00:00,-46471.19987263382
2019-01-18 18:00:00,-52133.473056929535
2019-01-18 19:00:00,-50850.95781824213
2019-01-18 20:00:00,-46156.81066367655
2019-01-18 21:00:00,-45085.9465738988
2019-01-18 22:00:00,-40896.15936334614
2019-01-18 23:00:00,-32614.878055758632
2019-01-19 00:00:00,-23109.177119040578
2019-01-19 01:00:00,-14488.656011710842
2019-01-19 02:00:00,-9593.99673901601
2019-01-19 03:00:00,-6610.628885609699
2019-01-19 04:00:00,-6161.503447714272
2019-01-19 05:00:00,-8427.634904052617
2019-01-19 06:00:00,-18534.62631427266
2019-01-19 07:00:00,-29571.162516719258
2019-01-19 08:00:00,-39194.53451079259
2019-01-19 09:00:00,-43209.37772096529
2019-01-19 10:00:00,-43869.30308337002
2019-01-19 11:00:00,-43885.063353402475
2019-01-19 12:00:00,-45705.759836656616
2019-01-19 13:00:00,-46452.663394107214
2019-01-19 14:00:00,-48693.51463654327
2019-01-19 15:00:00,-49521.843341771055
2019-01-19 16:00:00,-45338.208123183744
2019-01-19 17:00:00,-49791.422475103245
2019-01-19 18:00:00,-55847.19188734175
2019-01-19 19:00:00,-54462.59712945552
2019-01-19 20:00:00,-49425.37999731406
2019-01-19 21:00:00,-48269.290470357155
2019-01-19 22:00:00,-43775.20869004115
2019-01-19 23:00:00,-34904.218034150625
2019-01-20 00:00:00,-24726.551953922608
2019-01-20 01:00:00,-15499.745655801267
2019-01-20 02:00:00,-10261.571884972143
2019-01-20 03:00:00,-7069.28380148476
2019-01-20 04:00:00,-6587.765119450683
2019-01-20 05:00:00,-9008.995004398013
2019-01-20 06:00:00,-19809.528460754023
2019-01-20 07:00:00,-31599.398541544437
2019-01-20 08:00:00,-41875.16052830149
2019-01-20 09:00:00,-46156.19277264989
2019-01-20 10:00:00,-46852.64657736245
2019-01-20 11:00:00,-46861.04602519137
2019-01-20 12:00:00,-48796.47663774125
2019-01-20 13:00:00,-49585.061540493436
2019-01-20 14:00:00,-51967.818259491156
2019-01-20 15:00:00,-52842.54244437947
2019-01-20 16:00:00,-48369.90210410663
2019-01-20 17:00:00,-53111.64507757266
2019-01-20 18:00:00,-59560.910717753984
2019-01-20 19:00:00,-58074.23644066891
2019-01-20 20:00:00,-52693.949330951575
2019-01-20 21:00:00,-51452.634366815524
2019-01-20 22:00:00,-46654.25801673617
2019-01-20 23:00:00,-37193.55801254261
2019-01-21 00:00:00,-26343.92678880464
2019-01-21 01:00:00,-16510.835299891693
2019-01-21 02:00:00,-10929.147030928272
2019-01-21 03:00:00,-7527.938717359823
2019-01-21 04:00:00,-7014.026791187095
2019-01-21 05:00:00,-9590.35510474341
2019-01-21 06:00:00,-21084.430607235394
2019-01-21 07:00:00,-33627.63456636961
2019-01-21 08:00:00,-44555.786545810384
2019-01-21 09:00:00,-49103.0078243345
2019-01-21 10:00:00,-49835.99007135489
2019-01-21 11:00:00,-49837.02869698026
2019-01-21 12:00:00,-51887.19343882591
2019-01-21 13:00:00,-52717.45968687965
2019-01-21 14:00:00,-55242.12188243903
2019-01-21 15:00:00,-56163.24154698788
2019-01-21 16:00:00,-51401.596085029516
2019-01-21 17:00:00,-56431.867680042094
2019-01-21 18:00:00,-63274.62954816621
2019-01-21 19:00:00,-61685.8757518823
2019-01-21 20:00:00,-55962.51866458909
2019-01-21 21:00:00,-54635.978263273886
2019-01-21 22:00:00,-49533.30734343118
2019-01-21 23:00:00,-39482.89799093461
2019-01-22 00:00:00,-27961.301623686675
2019-01-22 01:00:00,-17521.924943982114
2019-01-22 02:00:00,-11596.722176884403
2019-01-22 03:00:00,-7986.593633234886
2019-01-22 04:00:00,-7440.288462923507
2019-01-22 05:00:00,-10171.715205088807
2019-01-22 06:00:00,-22359.332753716757
2019-01-22 07:00:00,-35655.87059119479
2019-01-22 08:00:00,-47236.41256331929
2019-01-22 09:00:00,-52049.822876019105
2019-01-22 10:00:00,-52819.333565347326
2019-01-22 11:00:00,-52813.011368769156
2019-01-22 12:00:00,-54977.910239910554
2019-01-22 13:00:00,-55849.85783326587
2019-01-22 14:00:00,-58516.42550538691
2019-01-22 15:00:00,-59483.9406495963
2019-01-22 16:00:00,-54433.2900659524
2019-01-22 17:00:00,-59752.09028251152
2019-01-22 18:00:00,-66988.34837857843
2019-01-22 19:00:00,-65297.515063095685
2019-01-22 20:00:00,-59231.087998226605
2019-01-22 21:00:00,-57819.32215973225
2019-01-22 22:00:00,-52412.356670126195
2019-01-22 23:00:00,-41772.2379693266
2019-01-23 00:00:00,-29578.676458568705
2019-01-23 01:00:00,-18533.01458807254
2019-01-23 02:00:00,-12264.297322840534
2019-01-23 03:00:00,-8445.248549109949
2019-01-23 04:00:00,-7866.5501346599185
2019-01-23 05:00:00,-10753.075305434204
2019-01-23 06:00:00,-23634.234900198124
2019-01-23 07:00:00,-37684.10661601997
2019-01-23 08:00:00,-49917.03858082819
2019-01-23 09:00:00,-54996.637927703705
2019-01-23 10:00:00,-55802.67705933976
2019-01-23 11:00:00,-55788.99404055805
2019-01-23 12:00:00,-58068.6270409952
2019-01-23 13:00:00,-58982.25597965209
2019-01-23 14:00:00,-61790.729128334795
2019-01-23 15:00:00,-62804.63975220471
2019-01-23 16:00:00,-57464.98404687528
2019-01-23 17:00:00,-63072.31288498095
2019-01-23 18:00:00,-70702.06720899066
2019-01-23 19:00:00,-68909.15437430907
2019-01-23 20:00:00,-62499.657331864124
2019-01-23 21:00:00,-61002.66605619061
2019-01-23 22:00:00,-55291.40599682121
2019-01-23 23:00:00,-44061.57794771859
2019-01-24 00:00:00,-31196.05129345074
2019-01-24 01:00:00,-19544.104232162965
2019-01-24 02:00:00,-12931.872468796664
2019-01-24 03:00:00,-8903.903464985011
2019-01-24 04:00:00,-8292.81180639633
2019-01-24 05:00:00,-11334.435405779603
2019-01-24 06:00:00,-24909.13704667949
2019-01-24 07:00:00,-39712.34264084514
2019-01-24 08:00:00,-52597.6645983371
2019-01-24 09:00:00,-57943.452979388305
2019-01-24 10:00:00,-58786.02055333219
2019-01-24 11:00:00,-58764.976712346936
2019-01-24 12:00:00,-61159.343842079856
2019-01-24 13:00:00,-62114.65412603832
2019-01-24 14:00:00,-65065.03275128269
2019-01-24 15:00:00,-66125.33885481312
2019-01-24 16:00:00,-60496.67802779816
2019-01-24 17:00:00,-66392.53548745037
2019-01-24 18:00:00,-74415.7860394029
2019-01-24 19:00:00,-72520.79368552247
2019-01-24 20:00:00,-65768.22666550164
2019-01-24 21:00:00,-64186.009952648965
2019-01-24 22:00:00,-58170.45532351622
2019-01-24 23:00:00,-46350.91792611058
2019-01-25 00:00:00,-32813.42612833277
2019-01-25 01:00:00,-20555.19387625339
2019-01-25 02:00:00,-13599.447614752797
2019-01-25 03:00:00,-9362.558380860071
2019-01-25 04:00:00,-8719.073478132741
2019-01-25 05:00:00,-11915.795506124998
2019-01-25 06:00:00,-26184.039193160857
2019-01-25 07:00:00,-41740.57866567033
2019-01-25 08:00:00,-55278.290615846
2019-01-25 09:00:00,-60890.26803107291
2019-01-25 10:00:00,-61769.36404732463
2019-01-25 11:00:00,-61740.95938413583
2019-01-25 12:00:00,-64250.0606431645
2019-01-25 13:00:00,-65247.05227242453
2019-01-25 14:00:00,-68339.33637423057
2019-01-25 15:00:00,-69446.03795742153
2019-01-25 16:00:00,-63528.372008721046
2019-01-25 17:00:00,-69712.7580899198
2019-01-25 18:00:00,-78129.50486981512
2019-01-25 19:00:00,-76132.43299673585
2019-01-25 20:00:00,-69036.79599913917
2019-01-25 21:00:00,-67369.35384910733
2019-01-25 22:00:00,-61049.50465021123
2019-01-25 23:00:00,-48640.25790450257
2019-01-26 00:00:00,-34430.8009632148
2019-01-26 01:00:00,-21566.283520343815
2019-01-26 02:00:00,-14267.022760708927
2019-01-26 03:00:00,-9821.213296735134
2019-01-26 04:00:00,-9145.335149869152
2019-01-26 05:00:00,-12497.155606470396
2019-01-26 06:00:00,-27458.941339642224
2019-01-26 07:00:00,-43768.8146904955
2019-01-26 08:00:00,-57958.91663335491
2019-01-26 09:00:00,-63837.08308275751
2019-01-26 10:00:00,-64752.70754131706
2019-01-26 11:00:00,-64716.94205592473
2019-01-26 12:00:00,-67340.77744424915
2019-01-26 13:00:00,-68379.45041881075
2019-01-26 14:00:00,-71613.63999717846
2019-01-26 15:00:00,-72766.73706002995
2019-01-26 16:00:00,-66560.06598964393
2019-01-26 17:00:00,-73032.98069238922
2019-01-26 18:00:00,-81843.22370022735
2019-01-26 19:00:00,-79744.07230794925
2019-01-26 20:00:00,-72305.36533277668
2019-01-26 21:00:00,-70552.69774556569
2019-01-26 22:00:00,-63928.553976906245
2019-01-26 23:00:00,-50929.597882894566
2019-01-27 00:00:00,-36048.17579809684
2019-01-27 01:00:00,-22577.37316443424
2019-01-27 02:00:00,-14934.59790666506
2019-01-27 03:00:00,-10279.868212610196
2019-01-27 04:00:00,-9571.596821605564
2019-01-27 05:00:00,-13078.515706815793
2019-01-27 06:00:00,-28733.84348612359
2019-01-27 07:00:00,-45797.05071532068
2019-01-27 08:00:00,-60639.54265086381
2019-01-27 09:00:00,-66783.89813444212
2019-01-27 10:00:00,-67736.0510353095
2019-01-27 11:00:00,-67692.92472771362
2019-01-27 12:00:00,-70431.49424533379
